source,date,beds,rent,sqft,lat,lng,below_fmr
Zillow,2020-12-23,3,2795,NA,30.222,-97.791,FALSE
Zillow,2020-12-23,3,2349,NA,30.336,-97.727,FALSE
Zillow,2020-12-23,0,750,300,30.294,-97.76,TRUE
Zillow,2020-12-23,2,1250,NA,30.371,-97.698,TRUE
Zillow,2020-12-23,2,999,NA,30.235,-97.88,TRUE
Zillow,2020-12-23,3,2895,NA,30.254,-97.838,FALSE
Zillow,2020-12-23,3,2695,NA,30.32,-97.719,FALSE
Zillow,2020-12-23,2,3500,NA,30.252,-97.714,FALSE
Zillow,2020-12-23,4,1800,NA,30.383,-97.66,TRUE
Zillow,2020-12-23,3,1850,NA,30.312,-97.679,FALSE
Zillow,2020-12-23,3,2700,NA,30.356,-97.724,FALSE
Zillow,2020-12-23,1,795,NA,30.287,-97.727,TRUE
Zillow,2020-12-23,3,2500,NA,30.31,-97.755,FALSE
Zillow,2020-12-23,2,1850,NA,30.327,-97.735,FALSE
Zillow,2020-12-23,1,850,NA,30.215,-97.793,TRUE
Zillow,2020-12-23,4,1595,NA,30.279,-97.628,TRUE
Zillow,2020-12-23,2,1975,NA,30.239,-97.742,FALSE
Zillow,2020-12-23,3,1550,NA,30.44,-97.741,FALSE
Zillow,2020-12-23,4,3250,NA,30.167,-97.887,FALSE
Zillow,2020-12-23,3,3200,NA,30.352,-97.995,FALSE
Zillow,2020-12-23,4,1850,NA,30.151,-97.829,FALSE
Zillow,2020-12-23,3,1795,NA,30.274,-97.631,FALSE
Zillow,2020-12-23,3,1795,NA,30.477,-97.585,FALSE
Zillow,2020-12-23,1,1252,NA,30.201,-97.772,FALSE
Zillow,2020-12-23,3,1695,NA,30.473,-97.652,FALSE
Zillow,2020-12-23,1,1920,NA,30.265,-97.742,FALSE
Zillow,2020-12-23,2,2700,NA,30.23,-97.763,FALSE
Zillow,2020-12-23,2,2695,NA,30.257,-97.721,FALSE
Zillow,2020-12-23,2,1995,NA,30.242,-97.774,FALSE
Zillow,2020-12-23,2,1510,NA,30.185,-97.853,FALSE
Zillow,2020-12-23,3,1645,1288,29.878,-97.92,FALSE
Zillow,2020-12-23,4,1650,1664,30.009,-97.88,TRUE
Zillow,2020-12-23,3,1895,2135,30.106,-97.857,FALSE
Zillow,2020-12-23,4,2695,2343,30.214,-97.979,FALSE
Zillow,2020-12-23,3,2300,2047,30.086,-97.861,FALSE
Zillow,2020-12-23,3,2600,1654,30.495,-97.675,FALSE
Zillow,2020-12-23,3,2395,1886,30.484,-97.791,FALSE
Zillow,2020-12-23,4,1850,1519,30.45,-97.795,FALSE
Zillow,2020-12-23,3,1698,1504,30.527,-97.709,FALSE
Zillow,2020-12-23,3,1850,1971,30.53,-97.824,FALSE
Zillow,2020-12-23,3,1950,1833,30.512,-97.8,FALSE
Zillow,2020-12-23,3,1725,1373,30.501,-97.831,FALSE
Zillow,2020-12-23,0,1000,NA,30.508,-97.74,TRUE
Zillow,2020-12-23,3,1550,1500,30.805,-97.6,FALSE
Zillow,2020-12-23,2,875,768,30.674,-97.696,TRUE
Zillow,2020-12-23,3,1795,1185,30.465,-97.776,FALSE
Zillow,2020-12-23,2,1715,1176,30.479,-97.766,FALSE
Zillow,2020-12-23,3,2350,2488,30.577,-97.776,FALSE
Zillow,2020-12-23,4,1795,1827,30.56,-97.743,TRUE
Zillow,2020-12-23,3,1975,1840,30.622,-97.638,FALSE
Zillow,2020-12-23,4,1475,1386,30.528,-97.679,TRUE
Zillow,2020-12-24,4,1750,1971,30.081,-97.284,TRUE
Zillow,2020-12-24,3,1100,1000,30,-97.148,TRUE
Zillow,2020-12-24,0,825,NA,30.346,-97.37,TRUE
Zillow,2020-12-24,3,1350,1300,29.996,-97.145,TRUE
Zillow,2020-12-24,3,1199,1216,30.399,-97.641,TRUE
Zillow,2020-12-24,4,1950,2942,30.178,-97.618,FALSE
Zillow,2020-12-24,3,1450,1309,30.181,-97.835,FALSE
Zillow,2020-12-24,3,3850,2660,30.237,-97.767,FALSE
Zillow,2020-12-24,2,1150,850,30.352,-97.717,TRUE
Zillow,2020-12-24,3,2550,1120,30.22,-97.789,FALSE
Zillow,2020-12-24,1,1150,629,30.365,-97.73,TRUE
Zillow,2020-12-24,3,1800,1264,30.204,-97.846,FALSE
Zillow,2020-12-24,4,3200,2289,30.21,-97.793,FALSE
Zillow,2020-12-24,2,1400,852,30.3,-97.737,TRUE
Zillow,2020-12-24,4,1850,1892,30.472,-97.658,FALSE
Zillow,2020-12-24,3,2800,1711,30.213,-97.842,FALSE
Zillow,2020-12-24,3,1700,936,30.205,-97.781,FALSE
Zillow,2020-12-24,3,2975,1840,30.308,-97.719,FALSE
Zillow,2020-12-24,1,1150,560,30.304,-97.733,TRUE
Zillow,2020-12-24,4,2100,2940,30.437,-97.638,FALSE
Zillow,2020-12-24,3,1850,1590,30.159,-97.832,FALSE
Zillow,2020-12-24,3,1800,1389,30.439,-97.607,FALSE
Zillow,2020-12-24,2,3700,1626,30.251,-97.757,FALSE
Zillow,2020-12-24,2,1400,885,30.194,-97.782,TRUE
Zillow,2020-12-24,3,2000,1400,30.212,-97.852,FALSE
Zillow,2020-12-24,3,2000,1221,30.201,-97.813,FALSE
Zillow,2020-12-24,2,1425,1017,30.206,-97.791,TRUE
Zillow,2020-12-24,3,2950,1757,30.239,-97.719,FALSE
Zillow,2020-12-24,1,1265,732,30.201,-97.772,FALSE
Zillow,2020-12-24,1,1395,472,30.278,-97.713,FALSE
Zillow,2020-12-24,1,1933,731,30.265,-97.742,FALSE
Zillow,2020-12-24,4,3000,2596,30.174,-97.916,FALSE
Zillow,2020-12-24,3,1695,1034,30.216,-97.783,FALSE
Zillow,2020-12-24,1,1050,2352,30.225,-97.755,TRUE
Zillow,2020-12-24,3,3500,1518,30.276,-97.718,FALSE
Zillow,2020-12-24,3,1730,1362,30.246,-97.845,FALSE
Zillow,2020-12-24,1,1500,825,30.218,-97.767,FALSE
Zillow,2020-12-24,2,2390,700,30.264,-97.731,FALSE
Zillow,2020-12-24,1,2185,955,30.259,-97.747,FALSE
Zillow,2020-12-24,1,2130,888,30.269,-97.752,FALSE
Zillow,2020-12-24,2,1950,1060,30.224,-97.726,FALSE
Zillow,2020-12-24,2,1540,1119,30.185,-97.853,FALSE
Zillow,2020-12-24,1,1350,600,30.275,-97.757,FALSE
Zillow,2020-12-24,2,850,NA,29.898,-97.918,TRUE
Zillow,2020-12-24,3,1600,NA,30.007,-97.835,FALSE
Zillow,2020-12-24,3,2195,NA,30.057,-97.841,FALSE
Zillow,2020-12-24,2,1195,NA,30.143,-97.96,TRUE
Zillow,2020-12-24,3,1650,NA,30.009,-97.874,FALSE
Zillow,2020-12-24,3,1695,NA,30.062,-97.817,FALSE
Zillow,2020-12-24,2,1900,NA,30.2,-98.183,FALSE
Zillow,2020-12-24,3,1895,NA,29.945,-97.89,FALSE
Zillow,2020-12-24,4,1750,NA,30.095,-97.845,TRUE
Zillow,2020-12-24,3,1550,NA,29.882,-97.901,FALSE
Zillow,2020-12-24,3,2049,NA,30.492,-97.633,FALSE
Zillow,2020-12-24,4,2295,NA,30.58,-97.655,FALSE
Zillow,2020-12-24,3,1825,NA,30.555,-97.842,FALSE
Zillow,2020-12-24,3,1750,NA,30.557,-97.838,FALSE
Zillow,2020-12-24,4,1950,NA,30.588,-97.867,FALSE
Zillow,2020-12-24,4,2350,NA,30.573,-97.676,FALSE
Zillow,2020-12-24,0,925,400,30.508,-97.74,TRUE
Zillow,2020-12-24,3,1575,NA,30.579,-97.426,FALSE
Zillow,2020-12-24,3,1735,NA,30.5,-97.822,FALSE
Zillow,2020-12-24,4,2170,NA,30.574,-97.876,FALSE
Zillow,2020-12-24,4,1800,NA,30.694,-97.679,TRUE
Zillow,2020-12-24,3,1749,NA,30.515,-97.565,FALSE
Zillow,2020-12-24,4,2195,NA,30.565,-97.804,FALSE
Zillow,2020-12-24,3,2100,NA,30.508,-97.595,FALSE
Zillow,2020-12-24,3,1650,NA,30.552,-97.628,FALSE
Zillow,2020-12-24,4,1000,NA,30.562,-97.412,TRUE
Zillow,2020-12-24,3,1800,NA,30.493,-97.635,FALSE
Zillow,2020-12-24,4,2150,NA,30.459,-97.782,FALSE
Zillow,2020-12-24,3,1795,NA,30.46,-97.819,FALSE
Zillow,2020-12-24,4,2095,NA,30.588,-97.866,FALSE
Zillow,2020-12-24,2,1150,NA,30.533,-97.675,TRUE
Zillow,2020-12-24,2,1725,NA,30.479,-97.766,FALSE
Zillow,2020-12-24,4,1750,NA,30.457,-97.809,TRUE
Zillow,2020-12-24,5,2195,NA,30.467,-97.833,FALSE
Zillow,2020-12-24,3,1500,NA,30.445,-97.762,FALSE
Zillow,2020-12-25,3,1600,NA,30.396,-97.703,FALSE
Zillow,2020-12-25,3,2450,NA,30.355,-97.726,FALSE
Zillow,2020-12-25,3,1995,NA,30.477,-97.645,FALSE
Zillow,2020-12-25,2,2100,NA,30.238,-97.783,FALSE
Zillow,2020-12-25,4,1750,NA,30.37,-97.657,TRUE
Zillow,2020-12-25,3,2500,NA,30.275,-97.706,FALSE
Zillow,2020-12-25,4,2900,NA,30.366,-97.905,FALSE
Zillow,2020-12-25,2,1695,NA,30.24,-97.74,FALSE
Zillow,2020-12-25,2,2100,NA,30.227,-97.766,FALSE
Zillow,2020-12-25,4,2750,NA,30.227,-97.872,FALSE
Zillow,2020-12-25,4,1800,NA,30.372,-97.527,TRUE
Zillow,2020-12-25,3,2300,NA,30.213,-97.842,FALSE
Zillow,2020-12-25,3,1732,NA,30.246,-97.845,FALSE
Zillow,2020-12-25,2,1535,NA,30.185,-97.853,FALSE
Zillow,2020-12-25,2,1800,1050,29.993,-98.102,FALSE
Zillow,2020-12-25,4,2400,2714,30.095,-97.863,FALSE
Zillow,2020-12-25,2,800,689,29.881,-97.947,TRUE
Zillow,2020-12-25,3,1895,1902,30.493,-97.838,FALSE
Zillow,2020-12-25,4,2450,2540,30.52,-97.765,FALSE
Zillow,2020-12-25,3,1795,1594,30.447,-97.768,FALSE
Zillow,2020-12-25,2,1500,1432,30.435,-97.777,FALSE
Zillow,2020-12-25,4,1695,1920,30.496,-97.835,TRUE
Zillow,2020-12-25,4,2200,3216,30.564,-97.668,FALSE
Zillow,2020-12-25,3,1675,1539,30.643,-97.669,FALSE
Zillow,2020-12-25,2,1730,1176,30.479,-97.766,FALSE
Zillow,2020-12-25,4,2295,2970,30.537,-97.857,FALSE
Zillow,2020-12-26,2,1200,NA,30.072,-97.398,TRUE
Zillow,2020-12-26,3,1600,NA,30.175,-97.31,FALSE
Zillow,2020-12-26,3,1795,NA,30.165,-97.224,FALSE
Zillow,2020-12-26,3,1800,1408,30.309,-97.684,FALSE
Zillow,2020-12-26,3,2050,1654,30.177,-97.818,FALSE
Zillow,2020-12-26,1,995,500,30.279,-97.752,TRUE
Zillow,2020-12-26,2,3500,946,30.255,-97.725,FALSE
Zillow,2020-12-26,1,1242,732,30.201,-97.772,FALSE
Zillow,2020-12-26,1,1937,731,30.265,-97.742,FALSE
Zillow,2020-12-26,3,1695,1040,30.204,-97.8,FALSE
Zillow,2020-12-26,3,1734,1362,30.246,-97.845,FALSE
Zillow,2020-12-26,2,1274,1105,30.341,-97.68,TRUE
Zillow,2020-12-26,3,1750,1400,30.302,-97.721,FALSE
Zillow,2020-12-26,3,1695,1560,29.998,-97.846,FALSE
Zillow,2020-12-26,2,875,730,29.884,-97.958,TRUE
Zillow,2020-12-26,3,1895,1714,30.534,-97.662,FALSE
Zillow,2020-12-26,1,1500,1200,30.555,-97.412,FALSE
Zillow,2020-12-26,5,2250,2743,30.597,-97.862,FALSE
Zillow,2020-12-26,4,2500,1957,30.556,-97.735,FALSE
Zillow,2020-12-26,2,1735,1176,30.479,-97.766,FALSE
Zillow,2020-12-27,4,1600,NA,29.878,-97.682,TRUE
Zillow,2020-12-27,2,1000,NA,30.353,-97.369,TRUE
Zillow,2020-12-27,3,1575,NA,30.36,-97.402,FALSE
Zillow,2020-12-27,3,2295,NA,30.344,-97.724,FALSE
Zillow,2020-12-27,3,3200,NA,30.209,-97.951,FALSE
Zillow,2020-12-27,4,1700,NA,30.255,-97.578,TRUE
Zillow,2020-12-27,2,1275,NA,30.194,-97.756,TRUE
Zillow,2020-12-27,4,1850,NA,30.368,-97.523,FALSE
Zillow,2020-12-27,2,1650,NA,30.328,-97.692,FALSE
Zillow,2020-12-27,3,2200,NA,30.205,-97.847,FALSE
Zillow,2020-12-27,3,2500,NA,30.217,-97.806,FALSE
Zillow,2020-12-27,2,1975,NA,30.25,-97.774,FALSE
Zillow,2020-12-27,2,2175,NA,30.245,-97.741,FALSE
Zillow,2020-12-27,1,1575,NA,30.214,-97.77,FALSE
Zillow,2020-12-27,3,1650,NA,30.423,-97.685,FALSE
Zillow,2020-12-27,2,1200,NA,30.391,-97.703,TRUE
Zillow,2020-12-27,3,1736,NA,30.246,-97.845,FALSE
Zillow,2020-12-27,2,1999,NA,30.248,-97.734,FALSE
Zillow,2020-12-27,1,2085,NA,30.269,-97.752,FALSE
Zillow,2020-12-27,2,1530,NA,30.185,-97.853,FALSE
Zillow,2020-12-27,4,2300,2185,29.899,-97.941,FALSE
Zillow,2020-12-27,2,1600,1056,29.883,-97.953,FALSE
Zillow,2020-12-27,4,1895,2420,29.998,-97.856,FALSE
Zillow,2020-12-27,3,1495,1158,29.865,-97.941,FALSE
Zillow,2020-12-27,3,2150,2286,30.72,-97.716,FALSE
Zillow,2020-12-27,3,1900,1915,30.498,-97.629,FALSE
Zillow,2020-12-27,3,1875,2083,30.54,-97.665,FALSE
Zillow,2020-12-27,3,1695,1742,30.565,-97.83,FALSE
Zillow,2020-12-27,3,1350,1158,30.808,-97.593,TRUE
Zillow,2020-12-27,3,1650,1429,30.463,-97.829,FALSE
Zillow,2020-12-28,3,1875,1899,30.049,-97.264,FALSE
Zillow,2020-12-28,3,1950,NA,30.224,-97.777,FALSE
Zillow,2020-12-28,4,3200,NA,30.195,-97.904,FALSE
Zillow,2020-12-28,2,2200,NA,30.239,-97.741,FALSE
Zillow,2020-12-28,2,1830,NA,30.302,-97.68,FALSE
Zillow,2020-12-28,3,1750,NA,30.143,-97.807,FALSE
Zillow,2020-12-28,2,1700,NA,30.277,-97.707,FALSE
Zillow,2020-12-28,4,2600,NA,30.446,-97.616,FALSE
Zillow,2020-12-28,3,2350,NA,30.288,-97.717,FALSE
Zillow,2020-12-28,2,1650,NA,30.371,-97.746,FALSE
Zillow,2020-12-28,2,1350,NA,30.289,-97.745,TRUE
Zillow,2020-12-28,3,1765,NA,30.308,-97.683,FALSE
Zillow,2020-12-28,3,1850,NA,30.202,-97.697,FALSE
Zillow,2020-12-28,2,1550,NA,30.389,-97.748,FALSE
Zillow,2020-12-28,1,1895,NA,30.273,-97.747,FALSE
Zillow,2020-12-28,3,2200,NA,30.212,-97.852,FALSE
Zillow,2020-12-28,3,1682,NA,30.246,-97.845,FALSE
Zillow,2020-12-28,4,2100,NA,30.47,-97.571,FALSE
Zillow,2020-12-28,1,2075,NA,30.269,-97.752,FALSE
Zillow,2020-12-28,3,1800,NA,30.281,-97.712,FALSE
Zillow,2020-12-28,3,1550,NA,29.989,-97.881,FALSE
Zillow,2020-12-28,4,1800,NA,30.042,-97.819,TRUE
Zillow,2020-12-28,3,1550,NA,29.883,-97.958,FALSE
Zillow,2020-12-28,4,1425,2035,30.582,-97.869,TRUE
Zillow,2020-12-28,4,1950,2462,30.517,-97.86,FALSE
Zillow,2020-12-28,4,2445,NA,30.477,-97.77,FALSE
Zillow,2020-12-28,3,1750,1586,30.445,-97.761,FALSE
Zillow,2020-12-28,4,2600,3314,30.541,-97.732,FALSE
Zillow,2020-12-28,3,2150,2151,30.479,-97.787,FALSE
Zillow,2020-12-28,4,2500,3334,30.555,-97.675,FALSE
Zillow,2020-12-28,1,770,576,30.451,-97.782,TRUE
Zillow,2020-12-28,5,2195,2668,30.491,-97.662,FALSE
Zillow,2020-12-28,4,1850,1725,30.563,-97.742,FALSE
Zillow,2020-12-28,3,1800,2216,30.571,-97.881,FALSE
Zillow,2020-12-28,3,1950,1915,30.498,-97.629,FALSE
Zillow,2020-12-28,3,1795,2083,30.54,-97.665,FALSE
Zillow,2020-12-28,2,1750,1176,30.479,-97.766,FALSE
Zillow,2020-12-28,4,1995,1926,30.62,-97.632,FALSE
Zillow,2020-12-28,4,2650,2577,30.597,-97.874,FALSE
Zillow,2020-12-28,3,2095,1980,30.57,-97.678,FALSE
Zillow,2020-12-29,2,925,1682,30.357,-97.383,TRUE
Zillow,2020-12-29,3,1475,1400,30.117,-97.343,FALSE
Zillow,2020-12-29,3,1625,1644,30.102,-97.361,FALSE
Zillow,2020-12-29,2,1395,1064,30.209,-97.817,TRUE
Zillow,2020-12-29,3,2200,1158,30.214,-97.775,FALSE
Zillow,2020-12-29,3,1900,1200,30.211,-97.835,FALSE
Zillow,2020-12-29,5,4200,3862,30.473,-97.855,FALSE
Zillow,2020-12-29,4,2100,2452,30.472,-97.61,FALSE
Zillow,2020-12-29,2,1400,4330,30.363,-97.711,TRUE
Zillow,2020-12-29,3,1850,1552,30.187,-97.842,FALSE
Zillow,2020-12-29,3,2200,2239,30.428,-97.694,FALSE
Zillow,2020-12-29,2,2400,1100,30.321,-97.724,FALSE
Zillow,2020-12-29,1,1250,1304,30.302,-97.736,FALSE
Zillow,2020-12-29,4,6200,3352,30.263,-97.802,FALSE
Zillow,2020-12-29,3,1895,1415,30.357,-97.719,FALSE
Zillow,2020-12-29,2,1200,873,30.334,-97.716,TRUE
Zillow,2020-12-29,3,4900,1900,30.268,-97.71,FALSE
Zillow,2020-12-29,3,1850,1743,30.159,-97.831,FALSE
Zillow,2020-12-29,3,2395,2850,30.151,-97.746,FALSE
Zillow,2020-12-29,3,2400,1500,30.346,-97.782,FALSE
Zillow,2020-12-29,3,1575,1223,30.382,-97.676,FALSE
Zillow,2020-12-29,4,1995,1562,30.457,-97.65,FALSE
Zillow,2020-12-29,4,1895,1992,30.2,-97.694,FALSE
Zillow,2020-12-29,3,1680,1237,30.442,-97.687,FALSE
Zillow,2020-12-29,6,5449,3490,30.326,-97.81,FALSE
Zillow,2020-12-29,2,1200,955,30.393,-97.659,TRUE
Zillow,2020-12-29,4,2300,1440,30.31,-97.713,FALSE
Zillow,2020-12-29,3,2295,1781,30.29,-97.668,FALSE
Zillow,2020-12-29,3,2750,2052,30.419,-97.944,FALSE
Zillow,2020-12-29,3,1795,1424,30.448,-97.562,FALSE
Zillow,2020-12-29,1,1245,732,30.201,-97.772,FALSE
Zillow,2020-12-29,4,1600,1568,30.218,-97.521,TRUE
Zillow,2020-12-29,3,2500,1080,30.296,-97.525,FALSE
Zillow,2020-12-29,3,1684,1362,30.246,-97.845,FALSE
Zillow,2020-12-29,2,1975,782,30.314,-97.745,FALSE
Zillow,2020-12-29,2,1200,1776,30.196,-97.799,TRUE
Zillow,2020-12-29,3,3400,1809,30.275,-97.714,FALSE
Zillow,2020-12-29,3,1800,1705,30.378,-97.975,FALSE
Zillow,2020-12-29,2,1025,3120,30.178,-97.828,TRUE
Zillow,2020-12-29,1,1200,2232,30.256,-97.707,TRUE
Zillow,2020-12-29,1,948,700,30.164,-97.779,TRUE
Zillow,2020-12-29,3,2300,1386,30.37,-97.936,FALSE
Zillow,2020-12-29,4,5000,2868,30.276,-97.823,FALSE
Zillow,2020-12-29,5,3300,3488,30.429,-97.778,FALSE
Zillow,2020-12-22,3,875,768,30.674,-97.696,TRUE
Zillow,2020-12-22,5,1900,1640,30.554,-97.845,FALSE
Zillow,2020-12-22,2,1710,1176,30.479,-97.766,FALSE
Zillow,2021-01-02,0,1995,NA,30.551,-97.617,FALSE
Zillow,2021-01-02,4,1945,2642,30.493,-97.616,FALSE
Zillow,2021-01-02,4,3100,3621,30.516,-97.757,FALSE
Zillow,2021-01-02,3,1750,1597,30.466,-97.764,FALSE
Zillow,2021-01-02,4,1895,2185,30.513,-97.724,FALSE
Zillow,2021-01-02,3,1750,1658,30.514,-97.561,FALSE
Zillow,2021-01-02,4,1899,1990,30.529,-97.644,FALSE
Zillow,2021-01-02,1,1099,630,30.455,-97.771,TRUE
Zillow,2021-01-02,3,2300,2612,30.531,-97.869,FALSE
Zillow,2021-01-02,3,2200,1597,30.445,-97.773,FALSE
Zillow,2021-01-02,3,1295,2114,30.501,-97.655,TRUE
Zillow,2021-01-02,4,1750,1700,30.525,-97.838,TRUE
Zillow,2021-01-02,3,1775,2170,30.491,-97.647,FALSE
Zillow,2021-01-02,3,1450,1384,30.522,-97.859,FALSE
Zillow,2021-01-02,3,1695,1505,30.534,-97.824,FALSE
Zillow,2021-01-02,3,1850,1798,30.515,-97.627,FALSE
Zillow,2021-01-02,3,1800,1682,30.444,-97.763,FALSE
Zillow,2021-01-02,3,1700,1722,30.519,-97.859,FALSE
Zillow,2021-01-02,3,1800,1752,30.589,-97.865,FALSE
Zillow,2021-01-02,3,2100,1962,30.572,-97.752,FALSE
Zillow,2021-01-02,2,1150,750,30.566,-97.402,TRUE
Zillow,2021-01-02,4,2595,2713,30.494,-97.762,FALSE
Zillow,2021-01-02,3,1700,1272,30.458,-97.813,FALSE
Zillow,2021-01-02,3,1650,1354,30.579,-97.88,FALSE
Zillow,2021-01-02,3,1800,1920,30.565,-97.548,FALSE
Zillow,2021-01-02,2,1674,1098,30.478,-97.787,FALSE
Zillow,2021-01-02,3,2900,2842,30.539,-97.723,FALSE
Zillow,2021-01-02,3,1950,2172,30.529,-97.54,FALSE
Zillow,2021-01-02,4,2050,1985,30.463,-97.788,FALSE
Zillow,2021-01-02,3,1525,1276,30.536,-97.543,FALSE
Zillow,2021-01-02,4,2245,2635,30.57,-97.678,FALSE
Zillow,2021-01-02,3,1595,1400,30.574,-97.861,FALSE
Zillow,2021-01-02,4,1700,1602,30.635,-97.864,TRUE
Zillow,2021-01-02,3,1685,1367,30.622,-97.639,FALSE
Zillow,2021-01-02,3,2200,1803,30.553,-97.622,FALSE
Zillow,2021-01-02,3,1800,1405,30.508,-97.656,FALSE
Zillow,2021-01-02,3,1825,1662,30.644,-97.82,FALSE
Zillow,2021-01-02,4,1625,1678,30.532,-97.557,TRUE
Zillow,2021-01-02,3,2400,1865,30.494,-97.8,FALSE
Zillow,2021-01-02,3,1695,1386,30.521,-97.859,FALSE
Zillow,2021-01-02,3,2100,2463,30.505,-97.598,FALSE
Zillow,2021-01-02,3,2195,2043,30.495,-97.811,FALSE
Zillow,2021-01-02,2,1400,964,30.489,-97.641,TRUE
Zillow,2021-01-02,3,1690,1404,30.486,-97.634,FALSE
Zillow,2021-01-02,3,1700,1745,30.489,-97.624,FALSE
Zillow,2021-01-02,4,1850,2288,30.581,-97.849,FALSE
Zillow,2021-01-02,3,1900,1891,30.559,-97.864,FALSE
Zillow,2021-01-02,3,1600,1167,30.524,-97.687,FALSE
Zillow,2021-01-02,4,2200,2481,30.597,-97.66,FALSE
Zillow,2021-01-02,3,2195,1785,30.496,-97.779,FALSE
Zillow,2021-01-02,4,2449,2540,30.477,-97.769,FALSE
Zillow,2021-01-02,3,1795,2040,30.56,-97.87,FALSE
Zillow,2021-01-02,3,1795,1701,30.553,-97.834,FALSE
Zillow,2021-01-02,3,2400,2511,30.526,-97.755,FALSE
Zillow,2021-01-02,3,1795,1985,30.497,-97.638,FALSE
Zillow,2021-01-02,4,2400,3334,30.555,-97.675,FALSE
Zillow,2021-01-02,2,1595,1366,30.495,-97.728,FALSE
Zillow,2021-01-02,3,1525,1500,30.805,-97.6,FALSE
Zillow,2021-01-02,3,1750,1523,30.492,-97.653,FALSE
Zillow,2021-01-02,3,2045,2463,30.488,-97.633,FALSE
Zillow,2021-01-02,3,2300,2538,30.533,-97.863,FALSE
Zillow,2021-01-02,3,2390,2500,30.56,-97.832,FALSE
Zillow,2021-01-02,4,1850,1794,30.582,-97.875,FALSE
Zillow,2021-01-02,3,1800,1730,30.514,-97.848,FALSE
Zillow,2021-01-02,4,1695,1448,30.457,-97.809,TRUE
Zillow,2021-01-02,3,2000,2399,30.467,-97.832,FALSE
Zillow,2021-01-02,2,1690,1553,30.515,-97.717,FALSE
Zillow,2021-01-02,4,2000,1905,30.451,-97.755,FALSE
Zillow,2021-01-02,3,1800,1638,30.52,-97.793,FALSE
Zillow,2021-01-02,2,925,768,30.673,-97.698,TRUE
Zillow,2021-01-02,3,2250,2304,30.571,-97.772,FALSE
Zillow,2021-01-02,4,2095,2002,30.468,-97.768,FALSE
Zillow,2021-01-02,0,1900,NA,30.534,-97.644,FALSE
Zillow,2021-01-03,3,1550,NA,29.883,-97.685,FALSE
Zillow,2021-01-03,3,1600,NA,29.877,-97.688,FALSE
Zillow,2021-01-03,4,1500,NA,29.97,-97.554,TRUE
Zillow,2021-01-03,3,1195,1100,30.167,-97.2,TRUE
Zillow,2021-01-03,1,950,800,30.24,-97.748,TRUE
Zillow,2021-01-03,3,1725,1428,30.489,-97.619,FALSE
Zillow,2021-01-03,2,1500,800,30.337,-97.713,FALSE
Zillow,2021-01-03,3,1750,1228,30.187,-97.785,FALSE
Zillow,2021-01-03,3,1975,1331,30.392,-97.7,FALSE
Zillow,2021-01-03,3,2000,1571,30.499,-97.921,FALSE
Zillow,2021-01-03,4,2195,2729,30.482,-97.569,FALSE
Zillow,2021-01-03,2,1200,1000,30.455,-97.995,TRUE
Zillow,2021-01-03,1,1200,654,30.23,-97.765,TRUE
Zillow,2021-01-03,3,2100,1200,30.23,-97.844,FALSE
Zillow,2021-01-03,3,1425,1200,30.175,-97.833,TRUE
Zillow,2021-01-03,3,1600,1342,30.349,-97.622,FALSE
Zillow,2021-01-03,3,1550,1302,30.237,-97.574,FALSE
Zillow,2021-01-03,2,2195,700,30.255,-97.73,FALSE
Zillow,2021-01-03,2,1395,NA,30.23,-97.777,TRUE
Zillow,2021-01-03,2,2000,1232,30.297,-97.731,FALSE
Zillow,2021-01-03,3,3500,2708,30.362,-97.781,FALSE
Zillow,2021-01-03,3,1600,1018,30.32,-97.702,FALSE
Zillow,2021-01-03,3,2900,1529,30.244,-97.824,FALSE
Zillow,2021-01-03,3,1850,2828,30.159,-97.838,FALSE
Zillow,2021-01-03,5,2199,2926,30.478,-97.57,FALSE
Zillow,2021-01-03,3,1680,1441,30.473,-97.653,FALSE
Zillow,2021-01-03,3,2380,2570,30.464,-97.561,FALSE
Zillow,2021-01-03,1,1164,732,30.201,-97.772,TRUE
Zillow,2021-01-03,4,2495,1580,30.321,-97.727,FALSE
Zillow,2021-01-03,2,1225,841,30.231,-97.777,TRUE
Zillow,2021-01-03,3,1595,1241,30.174,-97.792,FALSE
Zillow,2021-01-03,3,2850,864,30.205,-97.778,FALSE
Zillow,2021-01-03,4,1950,1676,30.317,-97.654,FALSE
Zillow,2021-01-03,3,1950,1824,30.215,-97.869,FALSE
Zillow,2021-01-03,3,2000,1841,30.2,-97.847,FALSE
Zillow,2021-01-03,3,1795,1779,30.404,-97.647,FALSE
Zillow,2021-01-03,1,1750,750,30.324,-97.736,FALSE
Zillow,2021-01-03,2,2500,1291,30.289,-97.769,FALSE
Zillow,2021-01-03,3,1550,1243,30.182,-97.794,FALSE
Zillow,2021-01-03,0,1200,NA,30.297,-97.731,FALSE
Zillow,2021-01-03,3,2400,2466,30.158,-97.805,FALSE
Zillow,2021-01-03,4,2800,1900,30.291,-97.762,FALSE
Zillow,2021-01-03,2,2800,850,30.253,-97.721,FALSE
Zillow,2021-01-03,3,2200,1144,30.336,-97.709,FALSE
Zillow,2021-01-03,0,1200,NA,30.295,-97.681,FALSE
Zillow,2021-01-03,3,1995,1481,30.437,-97.742,FALSE
Zillow,2021-01-03,4,4995,2576,30.293,-97.766,FALSE
